5	  -50.32	   14.02	    9.96	  -11.74	  602.71	    2.30	    0.20	   -0.15	    1.94	  -64.54	   17.41	1
4	  -49.78	   28.02	   11.41	  -12.22	  442.59	    1.72	    0.23	   -0.24	    1.80	  -63.17	   21.89	1
1	  -47.00	    6.02	    4.81	   -7.23	 5469.39	   13.02	    0.05	   -0.03	    1.69	  -58.83	   64.95	1
2	  -48.00	    8.02	    5.89	   -6.20	 6830.29	   17.12	    0.04	   -0.02	    2.93	  -56.86	   40.36	1
2	  -54.06	   22.02	    5.00	   -4.03	 1624.08	   10.20	    0.03	   -0.02	    1.70	  -63.39	   28.27	0
1	  -47.17	    2.02	    0.46	   -4.95	 1606.93	    4.28	    0.01	   -0.06	    1.92	  -63.44	   45.00	1
4	  -49.59	    9.02	    7.53	   -8.99	 1261.19	    4.46	    0.09	   -0.10	    1.46	  -64.38	   25.67	1
3	  -53.21	   13.02	    4.00	   -2.38	 3426.64	   16.26	    0.01	   -0.03	    2.41	  -57.80	    8.53	0
1	  -46.12	    4.02	    0.55	   -5.96	 2534.05	    7.78	    0.01	   -0.04	    1.53	  -61.19	   66.05	1
2	  -46.44	    4.02	    6.05	  -10.07	 2500.96	    7.54	    0.07	   -0.08	    2.00	  -61.98	   31.32	1
2	  -55.22	    7.02	    1.31	   -2.16	 2704.57	   19.86	    0.02	   -0.01	    2.42	  -59.27	   11.43	0
5	  -47.00	    6.02	    3.27	   -7.07	 5194.53	   10.98	    0.02	   -0.05	    4.00	  -59.51	   56.46	1
1	  -47.99	    2.02	    0.25	   -3.78	 2412.59	    7.24	    0.01	   -0.03	    2.28	  -63.34	   62.59	1
4	  -47.85	   14.02	    9.69	   -9.70	  963.54	    3.52	    0.11	   -0.19	    1.96	  -64.25	   22.52	1
5	  -48.00	   12.02	   12.25	   -9.30	  688.21	    2.36	    0.25	   -0.17	    1.76	  -64.35	   20.79	1
2	  -47.11	    8.02	    7.17	   -3.17	 4816.34	   12.94	    0.05	   -0.03	    2.18	  -59.17	   42.28	1
2	  -59.32	    1.02	    5.68	   -2.51	    6.54	    0.38	    0.11	   -0.05	    1.83	  -67.77	   15.17	0
6	  -51.36	   13.02	   11.00	  -13.41	  709.66	    2.40	    0.10	   -0.27	    2.00	  -63.40	   18.87	1
2	  -57.01	   19.02	    2.77	   -3.20	  517.29	    6.78	    0.04	   -0.01	    3.25	  -65.29	   19.46	0
4	  -51.66	   12.02	    6.27	  -12.89	 1180.74	    4.08	    0.07	   -0.10	    2.38	  -63.76	   22.36	1
3	  -48.83	   15.02	   12.01	  -16.13	 1190.52	    4.06	    0.07	   -0.32	    1.78	  -63.85	   25.50	1
1	  -53.31	   11.02	    2.97	   -1.12	 3368.58	   15.12	    0.02	   -0.00	    2.29	  -57.27	   13.50	0
3	  -47.00	    6.02	    6.15	   -7.83	 5063.55	   11.78	    0.03	   -0.04	    2.25	  -59.04	   54.80	1
3	  -51.32	   15.02	   10.22	  -10.17	  743.84	    2.62	    0.10	   -0.20	    1.91	  -65.49	   19.46	1
2	  -48.37	    3.02	    6.40	   -8.19	 2613.06	    7.02	    0.09	   -0.05	    2.28	  -63.18	   40.83	1
2	  -48.87	    3.02	    8.34	   -6.95	 2090.93	    6.32	    0.08	   -0.06	    2.11	  -61.55	   23.86	1
1	  -51.00	   26.02	    3.83	   -6.01	 2759.00	    9.32	    0.03	   -0.05	    2.57	  -62.90	   43.71	0
5	  -51.68	   12.02	    6.10	   -9.80	  500.30	    2.36	    0.11	   -0.20	    1.82	  -64.74	   18.29	1
2	  -47.08	    4.02	    5.81	   -5.61	 2814.88	    9.02	    0.06	   -0.05	    2.34	  -60.57	   27.07	1
2	  -59.28	    1.02	    1.72	   -3.72	   11.07	    0.60	    0.03	   -0.07	    1.81	  -67.16	    7.69	0
6	  -51.28	    5.02	    7.88	   -9.51	 1063.03	    3.62	    0.09	   -0.10	    2.30	  -64.94	   31.97	1
6	  -57.00	   21.02	    1.97	   -3.11	  476.02	    5.08	    0.02	   -0.04	    1.97	  -62.46	   14.75	0
3	  -48.18	   13.02	   10.06	  -10.91	  675.97	    2.52	    0.18	   -0.20	    1.72	  -65.59	   22.61	1
2	  -47.19	    7.02	    5.51	   -5.71	 3907.83	   10.32	    0.06	   -0.04	    2.34	  -59.95	   36.26	1
1	  -47.00	    2.02	    0.02	   -9.40	 1111.21	    3.02	    0.00	   -0.09	    1.33	  -64.52	   46.51	1
5	  -52.24	   13.02	    2.55	   -6.91	 3899.89	   14.54	    0.01	   -0.05	    2.38	  -58.13	   15.68	0
1	  -46.61	    7.02	    1.72	   -6.77	 4381.15	    8.70	    0.02	   -0.06	    5.11	  -59.64	   59.47	1
2	  -49.15	   10.02	    3.55	   -4.77	 4485.41	   12.34	    0.02	   -0.07	    2.39	  -60.07	   45.08	1
2	  -49.57	    7.02	    8.03	   -9.45	 2392.48	    6.94	    0.04	   -0.09	    2.26	  -62.88	   33.69	1
2	  -59.07	    3.02	    0.76	   -0.41	  290.95	   11.94	    0.01	   -0.00	    1.72	  -61.98	    8.85	0
4	  -50.45	   16.02	    4.55	  -12.60	  703.53	    3.10	    0.08	   -0.25	    1.79	  -64.60	   17.87	1
1	  -47.04	   13.02	    1.85	   -4.86	 8232.02	   18.90	    0.02	   -0.02	    2.27	  -53.43	   19.11	1
2	  -59.61	    2.02	    4.59	   -2.52	    2.31	    0.24	    0.09	   -0.05	    2.08	  -64.36	    2.55	0
3	  -56.01	   23.02	    3.53	   -5.19	 1239.13	   10.04	    0.01	   -0.10	    3.13	  -63.33	   32.13	0
3	  -57.52	   19.02	    3.17	   -2.46	  576.51	   10.78	    0.02	   -0.01	    2.44	  -62.65	   12.44	0
3	  -48.47	   11.02	    1.49	   -2.80	 5943.44	   21.38	    0.02	   -0.02	    2.13	  -56.33	   17.34	0
2	  -59.00	    1.02	    2.00	   -3.76	   19.14	    0.76	    0.04	   -0.08	    1.80	  -66.92	    7.06	0
1	  -55.00	   23.02	    4.10	   -1.71	 1362.60	    7.72	    0.03	   -0.01	    4.64	  -63.25	   25.14	0
2	  -57.40	    2.02	    7.00	   -5.60	   54.24	    0.84	    0.14	   -0.11	    1.81	  -68.86	    7.68	0
2	  -58.09	    2.02	    4.85	   -7.06	   31.71	    0.66	    0.10	   -0.14	    1.81	  -65.83	    2.67	0
2	  -59.15	    2.02	    0.51	   -4.82	   50.33	    2.16	    0.01	   -0.10	    1.83	  -66.80	    5.43	0
2	  -54.16	   27.02	    1.48	   -0.42	 1245.65	    6.42	    0.03	   -0.01	    2.05	  -60.67	   17.17	0
2	  -57.54	   19.02	    2.44	   -2.59	  641.88	    7.52	    0.02	   -0.01	    3.90	  -63.69	   15.65	0
5	  -51.09	   20.02	    3.20	   -4.59	 5933.31	   18.92	    0.01	   -0.04	    3.58	  -56.90	   26.19	0
1	  -49.38	   28.02	    7.30	   -1.62	 5154.37	   24.06	    0.01	   -0.03	    2.16	  -56.86	   13.97	0
4	  -59.00	   17.02	    3.10	   -2.08	   20.08	    0.82	    0.06	   -0.04	    1.82	  -65.27	    8.56	0
3	  -51.00	   10.02	    2.30	   -2.27	 4615.70	   18.42	    0.02	   -0.02	    1.80	  -56.22	   12.42	0
2	  -52.03	   18.02	    3.08	   -2.68	 4267.42	   20.82	    0.01	   -0.03	    1.74	  -57.78	   13.70	0
3	  -52.05	   16.02	    2.46	   -2.53	 4657.27	   17.96	    0.02	   -0.02	    2.38	  -57.00	   13.13	0
2	  -58.92	    1.02	    5.08	  -10.18	   40.13	    1.24	    0.10	   -0.02	    2.36	  -65.33	    3.04	0
2	  -53.00	    3.02	    0.93	   -3.46	 3764.22	   16.36	    0.01	   -0.01	    1.92	  -58.10	   13.94	0
2	  -57.06	   22.02	    3.77	   -1.66	  290.37	    3.36	    0.04	   -0.03	    1.82	  -65.57	   15.59	0
2	  -59.31	    2.02	    6.65	   -3.17	   38.93	    1.30	    0.01	   -0.06	    6.02	  -68.09	   11.33	0
6	  -56.00	   20.02	    2.92	   -4.92	  750.21	    5.78	    0.05	   -0.02	    2.10	  -62.26	   13.24	0
4	  -57.22	   16.02	    3.50	   -0.86	  382.98	    5.78	    0.07	   -0.01	    1.95	  -63.47	   16.80	0
6	  -57.00	    6.02	    1.57	   -3.51	  472.88	    4.78	    0.03	   -0.02	    2.02	  -60.53	    4.01	0
2	  -54.53	   23.02	    4.28	   -3.43	 1921.22	   11.90	    0.02	   -0.02	    2.46	  -61.88	   22.51	0
2	  -56.00	   12.02	    1.82	   -1.91	 1477.25	   15.66	    0.01	   -0.01	    1.91	  -59.69	    4.08	0
2	  -57.48	   24.02	    2.04	   -1.97	  195.23	    2.92	    0.03	   -0.04	    1.85	  -65.88	   14.93	0
2	  -55.04	   22.02	    2.89	   -1.95	  862.77	    7.04	    0.04	   -0.02	    2.19	  -64.51	   21.12	0
2	  -56.28	    1.02	    4.72	   -9.06	  111.45	    1.20	    0.09	   -0.18	    1.80	  -66.39	    3.79	0
3	  -51.41	   17.02	    2.95	   -4.20	 3875.46	   19.00	    0.02	   -0.02	    1.98	  -58.25	   16.49	0
2	  -53.40	   18.02	    2.31	   -2.95	 2683.58	   17.16	    0.01	   -0.05	    3.13	  -59.60	   12.46	0
4	  -57.02	   11.02	    1.58	   -1.50	  652.65	   11.56	    0.01	   -0.02	    1.97	  -59.46	    2.79	0
2	  -52.04	    5.02	    2.46	   -3.44	 3747.17	   14.76	    0.02	   -0.02	    1.83	  -56.45	    6.21	0
2	  -59.33	   24.02	    5.58	   -2.33	    6.86	    0.42	    0.11	   -0.05	    1.97	  -66.80	    6.66	0
2	  -59.08	    5.02	    4.01	   -3.30	   11.79	    0.52	    0.08	   -0.07	    1.81	  -68.20	    9.46	0
2	  -59.15	   24.02	    3.96	   -2.62	   11.41	    0.54	    0.08	   -0.05	    1.82	  -65.32	    7.92	0
2	  -59.59	   17.02	    2.01	   -2.00	    4.14	    0.42	    0.04	   -0.04	    1.84	  -67.81	   11.23	0
2	  -59.11	    9.02	    2.71	   -6.06	   10.65	    0.48	    0.05	   -0.12	    1.82	  -67.78	    5.96	0
2	  -57.23	    8.02	    4.50	   -2.35	  124.58	    1.80	    0.09	   -0.05	    1.80	  -66.28	    8.97	0
2	  -59.21	   10.02	    1.08	   -1.84	   23.05	    1.16	    0.02	   -0.04	    1.80	  -65.95	   11.48	0
2	  -59.55	   11.02	    8.56	   -1.39	    4.25	    0.38	    0.17	   -0.03	    2.00	  -67.26	    6.49	0
2	  -58.03	   26.02	    8.98	   -3.01	   43.18	    0.86	    0.18	   -0.06	    1.81	  -67.90	    9.48	0
2	  -59.26	    8.02	    0.78	   -2.21	   23.78	    1.28	    0.02	   -0.04	    1.81	  -66.58	   10.28	0
2	  -59.50	   25.02	    3.94	   -1.79	    5.07	    0.40	    0.08	   -0.04	    1.95	  -66.57	    8.21	0
2	  -58.84	   25.02	    7.12	   -2.54	   71.60	    1.60	    0.02	   -0.05	    3.54	  -65.58	    9.59	0
2	  -59.20	   23.02	    4.31	   -5.85	    6.43	    0.32	    0.09	   -0.12	    1.90	  -66.37	    5.61	0
2	  -57.00	   13.02	    4.54	   -3.29	  209.73	    2.50	    0.05	   -0.05	    2.06	  -66.06	   11.02	0
2	  -59.02	    2.02	    1.92	   -1.42	   29.34	    1.20	    0.04	   -0.03	    1.81	  -66.40	    8.45	0
2	  -57.03	   11.02	    9.31	   -6.90	   55.62	    0.74	    0.19	   -0.14	    1.81	  -64.63	    2.44	0
2	  -59.28	    5.02	    2.48	   -1.58	   13.32	    0.74	    0.05	   -0.03	    1.83	  -65.91	    5.77	0
2	  -57.86	   19.02	    1.74	   -9.55	  168.46	    2.46	    0.03	   -0.04	    2.18	  -65.18	    9.04	0
2	  -59.36	   23.02	    5.61	   -0.93	   12.77	    0.80	    0.11	   -0.02	    1.84	  -66.17	    6.85	0
2	  -59.26	   10.02	    2.09	   -3.11	   10.95	    0.58	    0.04	   -0.06	    1.83	  -66.21	    6.05	0
2	  -59.84	   21.02	    2.44	   -1.43	    0.73	    0.18	    0.05	   -0.03	    2.13	  -65.70	    7.53	0
2	  -59.33	    1.02	    1.67	   -3.52	    9.98	    0.60	    0.03	   -0.07	    1.82	  -65.64	    7.02	0
2	  -58.01	   27.02	    4.84	   -2.95	   53.77	    1.08	    0.10	   -0.06	    1.81	  -68.05	   11.12	0
2	  -59.86	    5.02	    1.66	   -9.14	-8615.20	   24.08	    0.03	   -0.00	    6.68	  -66.83	    4.12	0
2	  -57.50	   26.02	    4.07	   -3.79	   79.64	    1.28	    0.08	   -0.08	    1.80	  -66.70	   10.35	0
2	  -59.17	    1.02	    3.83	   -1.24	   18.31	    0.88	    0.08	   -0.02	    1.81	  -65.75	    5.87	0
2	  -58.07	   24.02	    2.23	   -6.70	   55.51	    1.16	    0.04	   -0.13	    1.80	  -67.26	   10.41	0
2	  -59.20	   24.02	    4.31	   -2.12	   11.22	    0.56	    0.09	   -0.04	    1.88	  -66.71	    9.30	0
2	  -59.29	   23.02	    1.48	  -12.06	    9.47	    0.52	    0.03	   -0.24	    1.85	  -66.07	    7.76	0
2	  -58.32	   17.02	    2.92	   -3.98	   41.71	    1.00	    0.06	   -0.08	    1.80	  -66.58	    9.27	0
2	  -59.00	   24.02	    5.84	   -4.20	   10.19	    0.40	    0.12	   -0.08	    1.88	  -66.25	    4.06	0
2	  -59.15	   27.02	    1.14	   -0.53	   64.09	    2.74	    0.02	   -0.01	    1.81	  -63.15	    5.53	0
6	  -59.00	    2.02	    5.39	   -4.31	  149.52	    4.40	    0.11	   -0.00	    2.08	  -61.47	    3.67	0
2	  -55.22	   10.02	    2.01	   -5.42	  507.39	    4.00	    0.04	   -0.07	    1.90	  -63.27	   10.15	0
5	  -54.93	    1.02	    2.07	   -9.72	  267.93	    1.52	    0.04	   -0.19	    3.67	  -65.47	   10.44	0
2	  -56.27	    7.02	    3.73	   -3.98	  180.29	    1.92	    0.07	   -0.08	    1.80	  -64.74	    5.85	0
2	  -59.00	    9.02	    1.83	   -1.18	  603.87	   19.36	    0.04	   -0.00	    1.71	  -60.76	    4.88	0
2	  -53.90	   25.02	    7.43	   -3.43	 1128.80	    5.32	    0.04	   -0.05	    2.10	  -65.11	   27.17	0
3	  -57.32	    2.02	    7.86	   -2.68	   89.99	    1.36	    0.16	   -0.05	    1.82	  -64.97	    6.91	0
4	  -58.35	    8.02	    6.81	   -6.54	   20.45	    0.50	    0.14	   -0.13	    1.85	  -65.16	    5.57	0
2	  -59.61	    7.02	    0.39	   -1.84	   11.91	    1.20	    0.01	   -0.04	    1.80	  -64.44	    7.82	0
4	  -57.82	   21.02	    1.67	   -5.18	  139.84	    2.26	    0.02	   -0.10	    1.88	  -64.01	    7.41	0
4	  -58.34	    4.02	    5.09	   -3.43	  112.67	    2.26	    0.03	   -0.03	    2.46	  -64.46	    5.87	0
2	  -59.34	   22.02	    2.92	   -6.84	    5.26	    0.32	    0.06	   -0.14	    1.88	  -64.89	    4.45	0
3	  -55.68	   16.02	    1.36	   -5.09	  546.92	    4.68	    0.03	   -0.06	    1.82	  -62.36	    7.17	0
4	  -56.00	    7.02	    3.12	   -2.28	  437.72	    4.16	    0.05	   -0.03	    1.66	  -62.35	    8.72	0
4	  -59.34	   13.02	    2.72	   -0.48	   45.04	    2.46	    0.01	   -0.01	    2.09	  -62.83	    5.16	0
4	  -55.10	    4.02	    6.84	   -3.99	  238.15	    1.96	    0.14	   -0.08	    1.79	  -64.56	   10.02	0
4	  -56.29	   22.02	    2.60	   -3.45	  237.99	    2.56	    0.05	   -0.07	    1.80	  -64.62	   11.12	0
4	  -56.30	    1.02	    3.70	   -6.70	  143.33	    1.54	    0.07	   -0.13	    1.80	  -63.30	    5.15	0
4	  -56.11	    4.02	    5.60	   -5.94	  262.14	    2.14	    0.05	   -0.12	    2.14	  -63.84	    6.66	0
2	  -59.94	    2.02	    6.46	   -2.79	    0.02	    0.04	    0.13	   -0.06	    1.50	  -64.95	    5.25	0
2	  -55.22	    2.02	    7.00	   -7.91	  298.76	    2.04	    0.07	   -0.16	    2.16	  -62.80	    3.70	0
4	  -55.70	   15.02	    3.89	   -3.45	  373.06	    6.94	    0.02	   -0.05	    4.28	  -61.16	    6.10	0
2	  -55.06	    3.02	    5.05	   -3.68	  346.75	    3.98	    0.10	   -0.03	    2.33	  -63.51	    6.03	0
4	  -56.11	    5.02	    5.49	   -8.77	  111.86	    1.16	    0.11	   -0.18	    1.80	  -65.48	    9.16	0
4	  -57.90	    5.02	    3.13	   -5.83	   54.22	    1.04	    0.06	   -0.12	    1.80	  -62.41	    4.02	0
6	  -58.80	    4.02	    2.09	   -4.81	   24.55	    0.82	    0.04	   -0.10	    1.81	  -65.71	    8.77	0
4	  -58.42	   22.02	    1.92	   -2.44	   68.86	    1.72	    0.03	   -0.05	    1.82	  -62.30	    2.68	0
4	  -55.10	    4.02	    5.26	   -3.23	  449.56	    4.08	    0.04	   -0.06	    2.22	  -62.16	    4.97	0
6	  -55.00	   15.02	    2.80	   -7.10	  965.87	    6.20	    0.02	   -0.08	    2.54	  -62.21	   14.96	0
6	  -53.17	    6.02	    3.23	   -2.01	 1241.45	    6.84	    0.05	   -0.03	    1.72	  -60.19	    9.84	0
8	  -55.14	   15.02	    2.80	   -8.93	 1289.52	    7.90	    0.04	   -0.02	    2.77	  -61.41	   12.71	0
2	  -58.14	   25.02	    1.10	   -5.86	  109.17	    2.22	    0.02	   -0.12	    1.82	  -65.35	    5.43	0
8	  -55.00	   18.02	    5.66	   -9.98	  421.77	    2.38	    0.11	   -0.07	    2.02	  -63.16	   13.65	0
2	  -59.00	    3.02	    1.73	   -2.00	   26.93	    1.06	    0.03	   -0.04	    1.81	  -64.70	    3.68	0
2	  -57.72	    3.02	    5.75	   -2.75	  107.51	    1.86	    0.05	   -0.05	    1.83	  -63.47	    4.64	0
2	  -59.74	    2.02	    3.27	   -2.26	    1.24	    0.18	    0.07	   -0.05	    1.92	  -63.99	    1.90	0
2	  -59.39	    6.02	    5.14	   -2.83	    5.02	    0.32	    0.10	   -0.06	    1.86	  -63.63	    2.67	0
4	  -59.00	    1.02	    1.00	   -6.30	   50.52	    2.00	    0.02	   -0.02	    1.80	  -63.07	    6.13	0
4	  -58.30	    8.02	    1.80	   -3.83	  198.84	    4.48	    0.01	   -0.08	    1.54	  -62.18	    4.13	0
8	  -57.04	   20.02	    3.61	   -2.81	  267.24	    3.00	    0.05	   -0.03	    2.08	  -62.71	    8.28	0
4	  -56.95	   16.02	    4.52	   -1.59	  327.57	    3.46	    0.09	   -0.02	    1.73	  -60.87	    6.54	0
4	  -57.04	    9.02	    8.78	   -3.24	  528.45	    5.02	    0.03	   -0.02	    3.48	  -61.79	    4.68	0
4	  -58.55	    2.02	    1.91	   -1.73	  101.80	    2.78	    0.04	   -0.01	    1.81	  -61.70	    1.46	0
2	  -57.99	    1.02	   11.01	   -3.30	   39.81	    0.80	    0.22	   -0.07	    1.87	  -64.47	    3.06	0
2	  -59.99	    2.02	    0.57	   -7.09	-3166.90	   27.00	    0.01	   -0.00	    8.17	  -62.29	    1.80	0
4	  -58.81	    4.02	    2.44	   -3.86	   59.94	    1.58	    0.02	   -0.08	    2.62	  -62.85	    3.52	0
2	  -55.75	    1.02	    6.25	   -9.68	  118.79	    1.12	    0.13	   -0.19	    1.81	  -64.28	    2.81	0
2	  -57.48	    2.02	    4.52	   -1.59	  158.09	    3.14	    0.09	   -0.02	    2.06	  -64.52	    7.22	0
2	  -57.68	    4.02	    7.32	   -4.74	   46.55	    0.80	    0.15	   -0.09	    1.81	  -63.85	    1.54	0
2	  -58.88	    4.02	    4.12	   -7.06	   11.90	    0.42	    0.08	   -0.14	    1.85	  -64.36	    1.60	0
4	  -58.03	   27.02	    1.10	   -2.43	  129.84	    2.68	    0.02	   -0.05	    1.80	  -60.95	    2.30	0
2	  -59.98	   13.02	    3.05	   -1.02	    0.00	    0.04	    0.06	   -0.02	    1.50	  -63.26	    4.63	0
2	  -59.19	   26.02	    3.83	   -1.80	   13.34	    0.66	    0.08	   -0.04	    1.83	  -63.88	    5.98	0
2	  -59.16	   17.02	    4.09	   -5.84	    7.26	    0.36	    0.08	   -0.12	    1.83	  -65.02	    2.86	0
4	  -59.31	   11.02	    1.05	   -1.86	   17.54	    1.02	    0.02	   -0.04	    1.80	  -61.61	    1.73	0
2	  -59.32	   17.02	    2.51	   -1.88	   10.88	    0.64	    0.05	   -0.04	    1.81	  -61.96	    1.05	0
2	  -57.67	    8.02	    5.05	   -5.84	  108.24	    1.60	    0.10	   -0.04	    2.26	  -64.67	    4.09	0
6	  -57.25	   27.02	    1.42	   -4.16	  352.59	    4.74	    0.02	   -0.04	    1.60	  -60.86	    2.27	0
2	  -59.80	   28.02	    3.31	   -1.20	    1.12	    0.22	    0.07	   -0.02	    1.86	  -63.88	    2.25	0
8	  -58.41	   11.02	    0.93	   -1.60	  127.01	    3.50	    0.01	   -0.03	    2.09	  -60.92	    1.45	0
2	  -59.16	   18.02	    2.05	   -3.16	   14.09	    0.68	    0.04	   -0.06	    1.81	  -61.25	    0.84	0
8	  -59.00	   10.02	    2.29	   -1.33	   51.69	    1.88	    0.02	   -0.03	    2.04	  -61.51	    1.55	0
6	  -58.81	   19.02	    1.51	   -2.07	   40.80	    1.36	    0.03	   -0.04	    1.81	  -62.86	    5.99	0
6	  -59.00	   18.02	    3.24	   -3.58	   38.35	    1.34	    0.02	   -0.07	    2.11	  -63.09	    3.48	0
6	  -59.00	   16.02	    1.14	   -4.65	   27.34	    1.08	    0.02	   -0.09	    1.81	  -62.73	    2.80	0
6	  -57.67	   20.02	    1.80	   -4.96	  528.93	   10.08	    0.03	   -0.01	    2.58	  -62.00	    8.32	0
7	  -57.40	   24.02	    2.60	   -5.43	   96.29	    1.46	    0.05	   -0.11	    1.80	  -61.82	    3.30	0
4	  -59.10	   18.02	    0.90	   -0.82	   53.84	    2.30	    0.02	   -0.01	    1.84	  -62.28	    3.85	0
4	  -59.04	    5.02	    1.95	   -0.49	   58.88	    2.44	    0.04	   -0.01	    1.80	  -61.77	    2.33	0
8	  -59.30	    3.02	    2.62	   -1.26	   14.22	    0.82	    0.05	   -0.03	    1.83	  -63.02	    3.36	0
3	  -59.00	   22.02	    3.66	   -0.97	  131.38	    3.28	    0.07	   -0.01	    3.16	  -62.62	    3.67	0
4	  -59.06	    4.02	    3.31	   -1.01	   28.83	    1.22	    0.07	   -0.02	    1.83	  -63.99	    5.31	0
2	  -58.22	   22.02	    2.32	   -1.78	   78.27	    1.76	    0.05	   -0.04	    1.81	  -63.83	    2.99	0
6	  -59.00	   27.02	    1.31	   -5.01	   24.04	    0.96	    0.03	   -0.10	    1.82	  -62.28	    2.23	0
6	  -59.00	    3.02	    3.22	   -2.20	   19.13	    0.76	    0.06	   -0.04	    1.82	  -63.36	    5.20	0
2	  -59.07	   27.02	    2.88	   -3.42	   13.91	    0.60	    0.06	   -0.07	    1.83	  -62.99	    1.44	0
4	  -58.45	   18.02	    6.34	   -2.63	  200.98	    4.64	    0.13	   -0.01	    4.64	  -61.81	    2.67	0
2	  -59.05	    1.02	    3.95	   -4.08	   11.14	    0.48	    0.08	   -0.08	    1.86	  -63.13	    2.85	0
3	  -55.71	   18.02	    4.19	   -2.71	  339.45	    3.40	    0.07	   -0.04	    1.80	  -62.21	    4.78	0
6	  -57.09	   26.02	    2.38	   -2.89	  218.32	    4.28	    0.04	   -0.01	    2.50	  -61.44	    4.04	0
13	  -57.00	   18.02	    3.25	   -6.54	  193.05	    2.08	    0.04	   -0.13	    2.06	  -61.70	    5.63	0
